transaction_id,customer_id,product_id,order_date,order_time,amount,quantity,payment_method,shipping_address,billing_address,acquisition_channel,is_fraud,chargeback_date,device_type,ip_address,is_weekend,is_high_value,signup_date,days_since_signup,is_new_customer,shipping_billing_mismatch,fraud_prediction
TXN000103,CUST03305,PROD0158,2024-10-01,15:00:00,219.1,1,Credit Card,"91102 Black Via, Reidfort, PA 70033","9005 Hall Mews, New Robertstad, VT 17096",Social,False,,Desktop,181.138.105.202,0,0,2024-01-21,254,0,1,0
TXN000104,CUST06054,PROD0263,2024-10-01,15:34:00,173.32,1,PayPal,"900 Terry Vista, Torresfurt, NC 27108","142 Gonzalez Rue, West Bruceburgh, MS 68025",Organic,False,,Tablet,70.183.175.127,0,0,2024-01-20,255,0,1,0
TXN000105,CUST02889,PROD0427,2024-10-01,21:56:00,94.22,1,Credit Card,"0101 Logan Flat, Padillaville, PA 44155","49709 Matthew Points, Port Jacob, ND 20176",Email,False,,Tablet,47.34.132.59,0,0,2024-04-12,172,0,1,0
TXN000106,CUST02926,PROD0437,2024-10-01,17:50:00,96.8,1,PayPal,"728 Melody Curve, Owensland, WY 83542","82915 Bryant Field, Jessicastad, MI 09885",Social,False,,Desktop,152.39.95.253,0,0,2024-02-28,216,0,1,0
TXN000107,CUST00042,PROD0149,2024-10-01,19:10:00,426.16,2,PayPal,"7561 Oconnell Fords, Parkerview, PR 16218","USNS Chan, FPO AP 14784",Organic,False,,Mobile,58.191.165.159,0,0,2024-07-15,78,0,1,0
TXN000108,CUST02770,PROD0006,2024-10-01,12:28:00,646.68,3,PayPal,"501 Lindsay Islands, West Thomas, CA 35249","4597 Reyes Gardens, Port John, MS 71026",Paid Search,False,,Desktop,49.100.169.52,0,1,2024-09-07,24,1,1,1
TXN000109,CUST03724,PROD0021,2024-10-01,05:31:00,180.14,2,Credit Card,"3236 John Spring Suite 297, Tonyborough, PA 18780","65171 Webster Estate, North Samuelstad, DE 66804",Social,False,,Mobile,27.186.146.229,0,0,2024-08-11,51,0,1,0
TXN000110,CUST06538,PROD0359,2024-10-01,14:06:00,1457.52,3,Apple Pay,"PSC 3190, Box 2243, APO AA 20230","5353 Karen Trace Apt. 155, Francotown, CA 58881",Social,False,,Tablet,96.175.211.80,0,1,2024-02-24,220,0,1,1
TXN000111,CUST04266,PROD0133,2024-10-01,17:28:00,565.41,3,Apple Pay,"93925 Timothy Coves Apt. 130, Caseyborough, NM 64740","9928 Reed Divide Apt. 423, Christopherton, UT 75958",Email,False,,Mobile,24.75.182.91,0,1,2024-04-21,163,0,1,0
TXN000112,CUST05030,PROD0392,2024-10-01,12:06:00,422.6,2,PayPal,"1537 Mitchell Ramp, Tapiafurt, RI 47600","505 Kelley Terrace, South Fernando, AR 82848",Email,False,,Mobile,214.44.179.229,0,0,2024-09-01,30,0,1,0
TXN000113,CUST03501,PROD0445,2024-10-01,15:33:00,56.86,2,PayPal,"300 Lewis Mews, Gonzalezmouth, PW 81012","3992 Christopher Centers, Johnfurt, DC 04287",Paid Search,False,,Tablet,75.208.2.98,0,0,2024-09-07,24,1,1,0
TXN000114,CUST09454,PROD0298,2024-10-01,18:41:00,632.67,3,Credit Card,"094 John Mount Apt. 388, Mccarthyland, IN 19912","800 Jon Knolls, West Katherine, PR 09626",Paid Search,False,,Mobile,216.59.209.24,0,1,2024-04-29,155,0,1,0
TXN000115,CUST04450,PROD0246,2024-10-01,16:03:00,925.44,2,Debit Card,"36417 Erickson Vista Apt. 411, Coleshire, MD 67896","7267 Sandoval Burgs, New Corey, TX 88279",Email,False,,Tablet,86.244.149.91,0,1,2024-09-13,18,1,1,1
TXN000116,CUST03006,PROD0168,2024-10-01,12:13:00,401.68,2,PayPal,"69864 Walters Loaf, Port Thomas, ME 03105","4042 Wilson Forge Suite 192, Alexandermouth, CT 00983",Organic,False,,Desktop,87.160.163.44,0,0,2024-01-07,268,0,1,0
TXN000117,CUST09239,PROD0447,2024-10-01,13:40:00,934.05,3,Debit Card,"59447 Lauren Meadows, Lauriebury, WV 05349","USNS Pittman, FPO AP 07098",Email,False,,Tablet,51.246.13.81,0,1,2024-05-04,150,0,1,0
TXN000118,CUST08008,PROD0190,2024-10-01,16:15:00,385.78,1,Debit Card,"Unit 6571 Box 4728, DPO AP 20477","127 Coleman Plain, North Timothyshire, AL 90157",Social,False,,Mobile,104.168.218.228,0,0,2024-05-10,144,0,1,0
TXN000119,CUST00651,PROD0176,2024-10-01,12:02:00,421.85,1,Apple Pay,"762 Melissa Plaza, North Michelle, HI 90605","14836 Collins Mountains Suite 407, East Richardchester, VI 46802",Social,False,,Tablet,219.18.230.159,0,0,2024-06-18,105,0,1,0
TXN000120,CUST01907,PROD0499,2024-10-01,14:19:00,379.32,3,Apple Pay,"16851 Gonzalez Overpass Suite 208, Pittsville, SD 66954","434 Reed Canyon Apt. 298, Port Carolinemouth, MH 44847",Social,False,,Tablet,46.10.82.195,0,0,2024-05-19,135,0,1,0
TXN000121,CUST08822,PROD0095,2024-10-01,14:17:00,149.64,1,PayPal,"8598 Williams Via Apt. 848, Thomastown, SD 40968","491 Dana Station, Laurenfurt, MA 60595",Email,False,,Tablet,75.102.7.249,0,0,2024-03-10,205,0,1,0
TXN000122,CUST02823,PROD0267,2024-10-01,11:44:00,168.4,1,Credit Card,"5464 Shepard Forks, New Terri, AS 33925","1557 Melvin Plains Suite 893, West Briana, OK 59639",Organic,False,,Tablet,10.251.65.144,0,0,2024-09-01,30,0,1,0
TXN000123,CUST07543,PROD0232,2024-10-01,12:31:00,46.3,1,PayPal,"67734 Jeremiah Corner Suite 060, South Austinborough, IA 91675","982 Paul Brooks Apt. 538, Port Jimmymouth, WI 86639",Organic,False,,Tablet,212.36.235.235,0,0,2024-03-08,207,0,1,0
TXN000124,CUST09680,PROD0248,2024-10-01,17:34:00,198.72,3,Credit Card,"62623 Graves Square Apt. 222, Shelbyfort, AR 40372","9410 Alyssa Plaza, Pamelaton, DE 13781",Social,False,,Desktop,209.53.30.231,0,0,2024-04-29,155,0,1,0
TXN000125,CUST09831,PROD0299,2024-10-01,10:05:00,93.34,2,Credit Card,"0737 Yesenia Trail Apt. 204, West Tonytown, NJ 57044","9067 Ricky Key Suite 121, East Susanport, NV 19130",Organic,False,,Mobile,133.203.165.156,0,0,2024-03-18,197,0,1,0
TXN000126,CUST03080,PROD0248,2024-10-01,13:53:00,132.48,2,Debit Card,"6531 Willie Road Apt. 873, New Brady, NY 96959","7400 Randolph Fields, New Michael, IA 74017",Paid Search,False,,Mobile,87.46.147.226,0,0,2024-06-02,121,0,1,0
TXN000127,CUST07298,PROD0044,2024-10-01,18:28:00,910.44,3,Debit Card,"46190 Rose Branch, Whitetown, MT 78370","36770 Elizabeth Port, Brennanfort, FL 32008",Organic,False,,Tablet,78.144.72.135,0,1,2024-03-16,199,0,1,0
TXN000128,CUST05639,PROD0071,2024-10-01,10:09:00,969.62,2,Credit Card,"5117 Sanchez Manors, South Kevinton, MO 58604","91944 Gilbert Islands Apt. 248, Victortown, OH 21649",Organic,True,2024-11-06,Mobile,124.205.184.204,0,1,2024-08-25,37,0,1,0
TXN000129,CUST07707,PROD0061,2024-10-01,17:04:00,584.68,2,Apple Pay,"PSC 5471, Box 2302, APO AA 95083","50961 Contreras Pass Apt. 961, Lake Stephanie, MP 51205",Social,False,,Desktop,49.122.7.172,0,1,2024-09-17,14,1,1,1
TXN000130,CUST02646,PROD0069,2024-10-02,15:33:00,811.86,2,Credit Card,"667 David Oval, West Nathanshire, MP 04685","0936 David Orchard Suite 250, Tateville, DC 79790",Social,False,,Desktop,56.32.195.166,0,1,2024-05-10,145,0,1,0
TXN000131,CUST08057,PROD0209,2024-10-02,17:01:00,746.7,3,PayPal,"2642 Jones Road, Robinsontown, NH 69808","938 Gregory Trail Suite 784, West John, MA 44224",Social,False,,Desktop,17.196.107.158,0,1,2024-08-18,45,0,1,0
TXN000132,CUST02655,PROD0453,2024-10-02,11:00:00,29.18,1,Credit Card,"2791 Elizabeth Islands, West Lauramouth, SD 70668","9317 Williams Field Apt. 262, North Colleen, MS 07042",Email,False,,Desktop,204.89.35.188,0,0,2024-01-08,268,0,1,0
TXN000133,CUST01544,PROD0104,2024-10-02,13:01:00,94.8,3,PayPal,"0975 Rodriguez Underpass, Lake Wendy, FM 74379","697 Estrada Lane, Garciamouth, SD 48272",Email,False,,Tablet,51.33.111.225,0,0,2024-04-06,179,0,1,0
TXN000134,CUST03509,PROD0156,2024-10-02,18:15:00,1482.21,3,Apple Pay,"3199 Tricia Divide, New Matthew, VI 45532","3801 Christopher Hill Apt. 663, Markstad, NY 90393",Social,False,,Mobile,105.70.221.182,0,1,2024-08-22,41,0,1,0
TXN000135,CUST07923,PROD0331,2024-10-02,12:14:00,74.76,1,Apple Pay,"USNS Roman, FPO AP 65347","37599 Delgado Road Suite 528, South Stephaniechester, DE 54912",Organic,False,,Mobile,173.63.97.159,0,0,2024-02-12,233,0,1,0
TXN000136,CUST03419,PROD0212,2024-10-02,16:51:00,51.95,1,Debit Card,"3638 Melanie Falls Suite 346, Caitlinview, PR 43503","06991 William Forks, Marvinmouth, NY 97222",Email,False,,Mobile,114.105.209.171,0,0,2024-03-03,213,0,1,0
TXN000137,CUST08120,PROD0400,2024-10-02,10:25:00,340.74,1,Apple Pay,"636 Harold Rapid Suite 801, Heidifurt, OH 03038","332 Bryan Roads Suite 078, Cardenasfurt, NY 76583",Email,False,,Mobile,86.97.22.41,0,0,2024-02-19,226,0,1,0
TXN000138,CUST09023,PROD0204,2024-10-02,11:25:00,779.14,2,Debit Card,"375 Peterson Crest, Matthewborough, PW 66864","85145 Jessica Junction, Brownton, AK 57614",Organic,False,,Tablet,9.143.216.124,0,1,2024-08-22,41,0,1,0
TXN000139,CUST02992,PROD0078,2024-10-02,17:46:00,155.39,1,Apple Pay,"47482 Rose Park, Berrymouth, MA 43731","979 Mcintosh Plaza, South Robinberg, CT 24652",Email,False,,Mobile,181.79.165.79,0,0,2024-02-04,241,0,1,0
TXN000140,CUST00389,PROD0177,2024-10-02,09:30:00,815.16,3,Apple Pay,"698 Amber Hills Suite 720, Lake Peter, MN 91718","88143 Christine Mountain, Huberville, NH 66452",Social,False,,Desktop,90.59.203.8,0,1,2024-02-29,216,0,1,0
TXN000141,CUST04809,PROD0059,2024-10-02,09:10:00,44.72,1,Debit Card,"612 Skinner Gateway Suite 801, Hallside, OK 87289","5526 Adam Plaza Apt. 589, Michaelberg, GU 25403",Email,False,,Mobile,205.145.180.179,0,0,2024-08-10,53,0,1,0
TXN000142,CUST08805,PROD0062,2024-10-02,19:42:00,405.67,1,Apple Pay,"21202 Tom Ramp, Edwinport, WA 29505","9456 Natalie Port, Sandersmouth, WV 26728",Organic,False,,Tablet,222.1.112.164,0,0,2024-07-11,83,0,1,0
TXN000143,CUST07953,PROD0157,2024-10-02,14:15:00,310.2,1,PayPal,"USNV Aguilar, FPO AP 72712","660 Laura Glens, East Victoria, PR 27467",Email,False,,Tablet,40.73.226.211,0,0,2024-02-02,243,0,1,0
TXN000144,CUST04029,PROD0346,2024-10-02,18:02:00,1421.01,3,Credit Card,"6681 Davis Prairie, East Anthony, WV 16773","767 Russo Radial, New David, PA 30210",Paid Search,False,,Desktop,91.25.112.38,0,1,2024-05-18,137,0,1,1
TXN000145,CUST01415,PROD0287,2024-10-02,18:59:00,433.98,1,Debit Card,"6954 Eric Villages Apt. 721, West Scott, TN 09893","22123 Stafford Branch, East Cynthia, SD 91405",Organic,False,,Mobile,211.24.161.179,0,0,2024-05-06,149,0,1,0
TXN000146,CUST03730,PROD0124,2024-10-02,16:37:00,182.06,1,Debit Card,"142 Schultz Lights Suite 621, Rickyland, PW 92170","2025 Shelly Ridge Apt. 679, Adamchester, KY 13711",Social,False,,Mobile,52.237.37.47,0,0,2024-07-17,77,0,1,0
TXN000147,CUST06080,PROD0225,2024-10-02,18:57:00,33.86,2,Apple Pay,"4278 Kimberly Landing, North Randyport, IA 43685","895 Taylor Valleys Suite 585, West Savannahchester, NE 99312",Paid Search,False,,Desktop,21.245.2.121,0,0,2024-07-16,78,0,1,0
TXN000148,CUST09882,PROD0141,2024-10-02,11:17:00,921.78,3,Debit Card,"2517 Thomas Field Suite 705, Barbaraborough, OK 19909","0177 Eric Road Apt. 788, Taylortown, MS 01725",Paid Search,False,,Mobile,213.76.227.84,0,1,2024-01-20,256,0,1,1
TXN000149,CUST08586,PROD0323,2024-10-02,18:24:00,456.2,1,PayPal,"60859 Leslie Rapid, North Justinmouth, ND 31299","233 Smith Locks Apt. 559, West Carolineville, CO 25987",Paid Search,False,,Mobile,47.186.169.210,0,0,2024-04-27,158,0,1,0
TXN000150,CUST05099,PROD0466,2024-10-02,14:01:00,167.37,3,PayPal,"837 Diana Meadow Suite 064, South Matthew, NM 65107","7915 Antonio Light, Jonesstad, OH 32018",Social,False,,Desktop,61.165.114.104,0,0,2024-05-13,142,0,1,0
TXN000151,CUST08943,PROD0120,2024-10-02,23:19:00,237.98,2,Debit Card,"19843 Latoya Locks, North Elijah, MT 37306","887 Hernandez Landing, North Anna, VT 99534",Paid Search,False,,Tablet,96.177.106.36,0,0,2024-01-08,268,0,1,0
TXN000152,CUST07868,PROD0401,2024-10-02,07:50:00,930.5,2,Credit Card,"3094 Sean Neck, Brownview, OH 26039","128 Bill Harbor, New Cathyberg, OH 03204",Email,False,,Tablet,49.176.166.53,0,1,2024-04-23,162,0,1,0
TXN000153,CUST02369,PROD0365,2024-10-02,10:54:00,1481.67,3,Apple Pay,"964 Ortiz Plaza Apt. 626, Christopherport, CA 23868","7470 Jack Crossroad, Campbellview, VA 68734",Paid Search,False,,Mobile,166.47.158.132,0,1,2024-09-04,28,1,1,1
TXN000154,CUST04915,PROD0479,2024-10-02,13:19:00,452.95,1,Credit Card,"815 Sarah Skyway, South Alexandermouth, AS 58620","1566 Baldwin Trafficway, Robinsonborough, VA 22301",Social,False,,Mobile,222.74.206.94,0,0,2024-01-18,258,0,1,0
TXN000155,CUST08528,PROD0396,2024-10-02,16:42:00,359.64,3,Credit Card,"Unit 8432 Box 0554, DPO AA 23812","0359 Conner Ranch, Breannatown, AR 60774",Organic,False,,Tablet,108.167.22.252,0,0,2024-04-28,157,0,1,0
TXN000156,CUST09081,PROD0331,2024-10-02,08:57:00,224.28,3,PayPal,"879 Dorsey Lake, Lake Jenniferburgh, SD 15918","7833 Henry Drive Suite 474, East Tylerview, RI 11782",Social,True,2024-11-11,Tablet,183.19.166.247,0,0,2024-01-20,256,0,1,0
TXN000157,CUST00765,PROD0177,2024-10-02,11:22:00,543.44,2,PayPal,"117 Todd Glen, North Jamesview, MI 52206","PSC 7721, Box 0907, APO AA 38372",Email,False,,Mobile,131.201.178.35,0,1,2024-06-08,116,0,1,0
TXN000158,CUST08691,PROD0126,2024-10-02,13:05:00,97.5,1,Credit Card,"8544 Sheila Circle Suite 768, Cervantesstad, WY 53054","952 Gregory Inlet, Smithfurt, OR 88174",Paid Search,False,,Desktop,144.238.194.185,0,0,2024-07-14,80,0,1,0
TXN000159,CUST07039,PROD0406,2024-10-02,13:04:00,54.96,1,Credit Card,"65011 Pratt Ways, South Bradleychester, AS 92049","855 Fernando Islands Suite 860, Daleport, NE 82843",Paid Search,False,,Desktop,209.230.82.235,0,0,2024-04-12,173,0,1,0
TXN000160,CUST05502,PROD0036,2024-10-02,17:55:00,1032.12,3,Credit Card,"PSC 4660, Box 5857, APO AE 30297","Unit 4076 Box 8532, DPO AE 63631",Email,True,2024-11-11,Tablet,131.54.225.139,0,1,2024-02-17,228,0,1,1
TXN000161,CUST00142,PROD0488,2024-10-02,17:58:00,54.94,1,Credit Card,"7237 Joseph Locks, New Jimmyville, HI 88202","99076 Pope River Apt. 507, Brianaville, CT 02111",Paid Search,False,,Desktop,30.181.174.120,0,0,2024-02-03,242,0,1,0
TXN000162,CUST07640,PROD0312,2024-10-02,10:03:00,627.32,2,Apple Pay,"9225 Sanders Hills Suite 556, North Shannon, NC 82599","475 Daniel Glen Suite 722, New Davidmouth, DC 17239",Organic,False,,Desktop,149.246.178.203,0,1,2024-01-15,261,0,1,0
TXN000163,CUST07081,PROD0103,2024-10-02,10:11:00,165.69,3,Apple Pay,"1749 Stone Manors Suite 921, Tiffanyport, ID 36271","PSC 8697, Box 2900, APO AP 67746",Paid Search,False,,Desktop,122.179.209.255,0,0,2024-09-24,8,1,1,0
TXN000164,CUST03992,PROD0262,2024-10-02,10:12:00,1454.52,3,Credit Card,"3404 Moore Forge, Port Emily, GU 17750","90662 Hahn Plains, Hamiltonchester, NC 77207",Organic,True,2024-11-23,Desktop,171.221.157.173,0,1,2024-06-12,112,0,1,1
TXN000165,CUST04673,PROD0312,2024-10-02,19:14:00,313.66,1,Apple Pay,"41588 Miller Freeway Suite 715, Mcdonaldside, LA 23288","47772 Eddie Path Apt. 849, Ericchester, OR 78388",Social,False,,Tablet,23.39.123.67,0,0,2024-03-02,214,0,1,0
TXN000166,CUST04934,PROD0215,2024-10-02,17:52:00,166.8,3,PayPal,"71410 Diaz Neck, East Jillstad, RI 25259","8645 Scott Knoll Apt. 290, Pedroburgh, AK 40108",Paid Search,False,,Mobile,120.192.247.144,0,0,2024-07-30,64,0,1,0
TXN000167,CUST00602,PROD0111,2024-10-02,15:22:00,450.47,1,Credit Card,"295 Lee Lodge, Lake Raymond, DC 02343","08228 Denise Mills Suite 270, Justinside, MD 64856",Email,False,,Tablet,40.188.122.220,0,0,2024-03-16,200,0,1,0
TXN000168,CUST08907,PROD0449,2024-10-02,09:43:00,691.11,3,Credit Card,"608 Webb Flat, Booneborough, SC 26548","637 Christopher Crossing Suite 370, Matthewview, MD 85608",Social,False,,Tablet,43.84.156.11,0,1,2024-08-05,58,0,1,0
TXN000169,CUST08740,PROD0447,2024-10-02,12:22:00,622.7,2,PayPal,"9938 Stacy Mission, Port Jasontown, CA 15208","02429 Helen Shores Apt. 916, New Katherine, DC 01244",Email,False,,Mobile,12.232.215.136,0,1,2024-06-06,118,0,1,0
TXN000170,CUST02294,PROD0403,2024-10-02,16:14:00,923.1,2,Apple Pay,"7672 Williams Loop, North Brenda, NV 89647","9981 Ariel Orchard, Port Ericahaven, IA 87551",Social,False,,Mobile,48.26.250.224,0,1,2024-01-10,266,0,1,1
TXN000171,CUST05817,PROD0136,2024-10-02,14:25:00,673.56,2,Debit Card,"75844 Meza Fields, Reyesview, VT 35710","312 Ashley Trail Suite 731, Hansenchester, OR 65245",Email,False,,Desktop,180.31.147.9,0,1,2024-08-05,58,0,1,0
TXN000172,CUST08788,PROD0434,2024-10-02,20:01:00,1361.7,3,Debit Card,"02597 Jay Stravenue Suite 798, New Tyler, HI 41432","90898 Cody Spring Apt. 251, Gregoryland, IA 68611",Email,False,,Mobile,83.14.151.90,0,1,2024-04-15,170,0,1,1
TXN000173,CUST03586,PROD0425,2024-10-02,12:42:00,416.34,2,Apple Pay,"PSC 8826, Box 1925, APO AA 15858","5587 Donovan Hills, Bauerborough, NC 64534",Organic,True,2024-11-01,Mobile,39.60.82.216,0,0,2024-08-22,41,0,1,0
TXN000174,CUST06490,PROD0407,2024-10-02,14:31:00,215.72,1,Debit Card,"16653 Clark Ranch Suite 692, East James, CO 36829","USS Grant, FPO AP 26673",Social,False,,Desktop,71.133.162.168,0,0,2024-01-24,252,0,1,0
TXN000175,CUST03835,PROD0166,2024-10-02,08:27:00,426.58,2,PayPal,"412 Taylor Branch Apt. 301, Ericstad, ID 11962","103 Lawson Junctions Suite 709, West Kristinebury, AS 10453",Paid Search,False,,Desktop,74.216.144.244,0,0,2024-05-20,135,0,1,0
TXN000176,CUST01856,PROD0199,2024-10-02,09:38:00,334.15,1,Debit Card,"47585 Amy Causeway Suite 105, Hernandezmouth, GU 19585","667 Sonya Manors, West Erin, OH 45100",Email,False,,Mobile,155.47.83.193,0,0,2024-04-18,167,0,1,0
TXN000177,CUST01910,PROD0136,2024-10-02,14:10:00,673.56,2,Debit Card,"34723 Christopher Estates, Maciaston, NY 11216","30308 Pace Fork, Johnsonchester, NM 56961",Email,True,2024-11-20,Tablet,205.101.3.187,0,1,2024-02-08,237,0,1,0
TXN000178,CUST09138,PROD0303,2024-10-02,10:44:00,874.94,2,Credit Card,"997 Michael Village, Dannyview, VI 86572","589 Fuller Parkways Suite 189, North Angela, NY 67207",Email,False,,Desktop,36.15.143.109,0,1,2024-06-24,100,0,1,0
TXN000179,CUST09763,PROD0441,2024-10-02,16:20:00,866.96,2,Apple Pay,"65153 John Roads Suite 026, Hughesville, WV 07996","28808 Joyce Square, Lake Davidport, SD 91500",Social,False,,Mobile,96.45.202.34,0,1,2024-06-08,116,0,1,0
TXN000180,CUST05961,PROD0252,2024-10-02,13:44:00,675.57,3,Debit Card,"665 Nelson Locks Suite 138, North Matthewhaven, OH 09013","94574 Adam Passage, New Jessica, FM 96226",Social,False,,Tablet,174.95.204.221,0,1,2024-07-31,63,0,1,0
TXN000181,CUST09025,PROD0026,2024-10-02,18:15:00,611.58,3,PayPal,"4364 Heather Street Suite 502, Alanbury, MD 37069","396 Mary Fields, Knightside, WI 51145",Paid Search,False,,Tablet,47.115.19.96,0,1,2024-04-13,172,0,1,0
TXN000182,CUST05556,PROD0012,2024-10-02,16:20:00,272.75,1,Credit Card,"91409 Smith Forest Apt. 816, East Joshuachester, TN 09627","PSC 1847, Box 3989, APO AP 46759",Social,False,,Mobile,112.57.248.207,0,0,2024-04-09,176,0,1,0
TXN000183,CUST07615,PROD0494,2024-10-02,09:17:00,919.04,2,Apple Pay,"66194 Melendez Burg Apt. 121, Brianland, ND 65211","80602 Clark Pine, Scottside, PR 60115",Paid Search,False,,Desktop,56.102.96.22,0,1,2024-08-18,45,0,1,0
TXN000184,CUST08985,PROD0467,2024-10-02,18:52:00,187.3,1,PayPal,"5692 Margaret Crest, North Gregory, RI 82820","456 Sean Circles, Port Tracyfurt, ME 74759",Social,False,,Mobile,140.152.9.65,0,0,2024-03-25,191,0,1,0
TXN000185,CUST06165,PROD0125,2024-10-02,15:52:00,344.52,2,PayPal,"2101 Joseph Valley Apt. 067, West Tracy, OK 21141","4202 Sherry Cliff Apt. 936, West Allenland, PW 32193",Paid Search,False,,Tablet,80.130.6.236,0,0,2024-08-06,57,0,1,0
TXN000186,CUST07837,PROD0045,2024-10-02,21:51:00,465.26,1,Apple Pay,"989 Little Extensions Apt. 263, Port Michael, HI 64415","948 Flores Alley Suite 995, New Timothyside, WV 68749",Email,False,,Tablet,189.5.237.5,0,0,2024-08-09,54,0,1,0
TXN000187,CUST07504,PROD0031,2024-10-02,13:00:00,54.55,1,Credit Card,"2022 Aaron Coves, Michaelmouth, AL 49753","1593 Tammy Turnpike, Baldwinville, MD 64519",Email,False,,Mobile,68.149.39.46,0,0,2024-05-08,147,0,1,0
TXN000188,CUST08418,PROD0119,2024-10-02,17:28:00,394.9,2,PayPal,"914 Mary Shore Suite 590, Frederickchester, MT 88151","4495 Evans Corners, New Emilyhaven, ND 40162",Email,False,,Desktop,42.107.66.199,0,0,2024-06-16,108,0,1,0
TXN000189,CUST03879,PROD0237,2024-10-02,18:38:00,910.34,2,PayPal,"7566 Mathis Shores Apt. 739, Port Christopher, KS 79373","9821 Anderson Passage, West Paige, GA 42705",Organic,False,,Desktop,45.153.173.30,0,1,2024-07-01,93,0,1,0
TXN000190,CUST02095,PROD0420,2024-10-02,15:30:00,96.09,1,Credit Card,"810 Malik Orchard, Dannyborough, CA 43542","67618 Angela Expressway, Lake Christopher, UT 27495",Email,False,,Tablet,96.110.29.36,0,0,2024-02-21,224,0,1,0
TXN000191,CUST08136,PROD0182,2024-10-02,13:20:00,292.7,2,PayPal,"0853 Marilyn Creek Suite 411, Cookmouth, AL 81879","398 Lynn Centers, Nicholasfurt, UT 11566",Social,False,,Tablet,49.1.113.15,0,0,2024-05-25,130,0,1,0
TXN000192,CUST04478,PROD0350,2024-10-02,08:46:00,1331.55,3,Debit Card,"7153 Lucas Ridge, Dianeside, CA 58335","14879 Williams Mews Suite 528, Geraldburgh, NJ 73857",Paid Search,True,,Desktop,217.34.27.173,0,1,2024-04-07,178,0,1,1
TXN000193,CUST06086,PROD0329,2024-10-02,10:15:00,188.78,1,PayPal,"1692 Ashley Valleys Suite 269, South Elizabethstad, ND 42032","321 Donna Plains, Beverlyville, CT 08992",Social,False,,Desktop,217.42.215.20,0,0,2024-02-12,233,0,1,0
TXN000194,CUST07933,PROD0305,2024-10-02,11:25:00,997.48,2,Debit Card,"7455 Samuel Viaduct, South Jessica, VT 87881","336 Mary Alley, Judithshire, ID 28572",Email,False,,Tablet,197.247.41.192,0,1,2024-07-14,80,0,1,0
TXN000195,CUST03753,PROD0264,2024-10-02,21:07:00,171.6,1,Debit Card,"3694 Mindy Divide, Port Sara, MP 17872","USNV Fernandez, FPO AE 02774",Organic,False,,Desktop,90.221.36.91,0,0,2024-08-20,43,0,1,0
TXN000196,CUST09514,PROD0346,2024-10-02,12:41:00,1421.01,3,Credit Card,"266 Daniel Plaza Apt. 547, Donnaborough, NH 36919","253 Eddie Trace Apt. 682, South Jeffreyhaven, MS 75327",Paid Search,False,,Desktop,157.162.20.225,0,1,2024-07-31,63,0,1,0
TXN000197,CUST07823,PROD0096,2024-10-02,13:08:00,354.73,1,Credit Card,"USNV Jackson, FPO AA 13895","859 Emily Loaf, North Zachary, NJ 94014",Email,False,,Tablet,162.1.14.108,0,0,2024-02-05,240,0,1,0
TXN000198,CUST00443,PROD0204,2024-10-02,16:44:00,779.14,2,Credit Card,"220 Lopez Pine Suite 226, North Patrick, MO 10026","6623 Jerry Camp Suite 679, Campbellland, DC 49368",Organic,False,,Desktop,166.173.135.210,0,1,2024-04-29,156,0,1,0
TXN000199,CUST06161,PROD0280,2024-10-02,14:44:00,490.32,1,Apple Pay,"717 Jonathan Spring, New Loriberg, OK 23612","094 Carlos Shores, Amberview, MO 59943",Organic,False,,Desktop,39.90.133.236,0,0,2024-07-03,91,0,1,0
TXN000200,CUST07261,PROD0460,2024-10-02,17:47:00,437.91,1,Apple Pay,"14195 Mathews Springs, East Annehaven, CO 66758","5520 Nelson Plains Suite 945, Schneiderborough, CO 21930",Social,False,,Desktop,34.200.25.175,0,0,2024-04-13,172,0,1,0
